price,Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Chipset,Clock Speed,Memory Slots,Expandable Memory,RAM Frequency,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,System Architecture,Mic In,RJ45,USB Port,HDMI Port,Hardware Interface,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Refresh Rate,Wireless LAN,Bluetooth,Ethernet,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Pointer Device,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,HDD Capacity,RPM,Sound Chip,Lock Port,Model Name,Supported Operating System,Multi Card Slot,Included Software,Battery Cell,Security Chip,TGP,International Warranty,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Antivirus,Dock Port,Firewire Port,Read/Write Speed,Wireless WAN,Stylus Included,Other Accessories,Optane Memory,Inbuilt 4G LTE,Recovery Options,EMMC Storage Capacity
"64,990","Laptop , Adaptor, & Manual",FX506LH-HN310W,FX506LH - HN310WS,TUF Gaming F15,Black,Gaming Laptop,"Gaming, Entertainment, Processing & Multitasking, Everyday Use, Performance",Upto 5 Hrs.,"150W AC Adapter, Output: 20V DC, 7.5A, 150W, Input: 100~240V AC, 50/60Hz universal",No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,1 TB,8 GB,DDR4,i5-10300H,,2.5 Ghz With Turbo Upto 4.5,DDR4 SO-DIMM * 2,Upto 32 GB,2933 MHz,8 MB,NVIDIA GeForce GTX 1650,4,64 bit,Windows 11 Home,64 Bit,Yes,,"1x USB 2.0 Type-A, 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 1 Type-C",1x HDMI,NVMe™ PCIe® 3.0 SSD,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,"15.6-inch, FHD (1920 x 1080) 16:9, anti-glare display, sRGB:62.5%, Adobe:47.1%, Refresh Rate:144Hz, Value IPS-level, Optimus",DTS software Built-in array microphone Built-in speaker 2-speaker system with Smart Amplifier Technology,Yes,DTS software Built-in array microphone Built-in speaker 2-speaker system with Smart Amplifier Technology,144 Hz,Wi-Fi 6(802.11ax)+Bluetooth 5.1 (Dual band) 2*2,5.1,,35.9 x 25.6 x 2.47 ~ 2.49 cm,2.30 kg,Not Available,720p HD,,Backlit Chiclet Keyboard RGB,Yes,MultiGesture Touchpad,,1 Year On site Manufacturing warranty,Onsite,Manufacturing Defects,Any type of damage,1 Year,,,,,TUF Gaming F15,,,,,,,1 Year,,,,,,No,1 Year McAfee,,,,Wi-Fi 6(802.11ax)+Bluetooth 5.1 (Dual band) 2*2,,,,,,
"76,990","Laptop, Power Adaptor, User Guide, Warranty Documents",G513IH-HN086T,90NR07P2-M02440,ROG Strix G15 (2021),Eclipse Gray,Gaming Laptop,"Gaming, Processing & Multitasking",,150W AC Adapter,No,GDDR6,4 GB,AMD,Ryzen 7 Octa Core,,Yes,512 GB,8 GB,DDR4,4800H,NA,2.9 GHz with Turbo Boost Upto 4.2 GHz,2,32,,8,NVIDIA GeForce GTX 1650,8,64 bit,Windows 10 Home,64,Yes,,"1 x USB 3.2 Gen 2 Type-C Support DisplayPort / Power Delivery, 3 x USB 3.2 Gen 1 Type-A",1 x HDMI 2.0b,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD Anti-glare Display (16:9, 170 Viewing Angle, Value IPS-level Panel, 250nits Brightness, 1:1000 Contrast, 45% NTSC, 62.5% SRGB, 47.34% Adobe)",Built-in Speaker,Built-in Array Microphone,"2 x 1.5W Speaker, Audio by Dolby Atmos, AI Mic Noise-canceling",144 Hz,Wi-Fi 6 (802.11ax) Dual Band (2*2),v5.1,10/100/1000 Mbps,354 x 259 x 20.6,2.10 Kg,Not Available,,No,Backlit Chiclet 4-Zone RGB Keyboard,Yes,Touchpad,"ROG Boost up to 1615MHz at 50W (65W with Dynamic Boost), Adaptive-Sync Technology, BIOS Administrator Password and User Password Protection, ø6.0, 150W AC Adapter, Output: 20V DC, 7.5A, 150W, Input: 100~240V AC, 50/60Hz Universal",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,,4 Cell,,,,,,,,,,,,,,,,,,,,
"41,690","Laptop, Power Adaptor, User Guide",X515EA-EJ322WS,X515EA-EJ322WS,Vivobook 15,Transparent Silver,Laptop,Processing & Multitasking,3-5 hours,45W Adaptor,Yes,,,Intel,Core i3,11th Gen,Yes,512 GB,8 GB,DDR4,1115G4,,3.0 GHz with Turbo Frequency Upto 4.1 GHz,,,,6,Intel Integrated UHD,2,64 bit,Windows 11 Home,64,Yes,No,"1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 2.0 Type-A",1 x HDMI (v1.4),PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 pixel,"Full HD LED Backlit Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 85% Screen-to-Body Ratio)",Built-in Speakers,Built-in Microphone,"Audio by ICE Power, Harman / Kardon Speakers, Cortana Support",60 Hz,Intel Wi-Fi 6 (Gig+) (802.11ax) Dual Band (2x2),v5.0,,35.90 x 23.50 x 1.99,1.80 kg,Not Available,VGA Webcam (Without Privacy Shutter),Yes,Chiclet Keyboard with Numeric Keypad,No,,"42 Whr Li-ion Battery, BIOS Booting User Password Protection, Trusted Platform Module (Firmware TPM), Fingerprint Sensor, Keyboard hotkeys (All models), WiFi Roaming Optimization (All models), System Diagnosis (All models), AppDeals (All models), Battery Health Charging (All models)",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,Vivobook 15,,1 x Micro SD Card Reader,"Office Home and Student 2019, MyASUS, Link to MyASUS, Splendid, Tru2Life",2 cell,,,1 Year,,,,,No,,,,,,,,,,,,
"1,09,990","Laptop, Power Adaptor, User Guide",15-en1036AX,3W218PA#ACJ,OMEN 15,Mica Silver,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 12.5 Hours,,No,GDDR6,6 GB,AMD,Ryzen 7 Octa Core,,Yes,1 TB,16 GB,DDR4,5800H,,4.4 GHz Max Turbo Frequency,,16,,16,NVIDIA GeForce RTX 3060,8,64 bit,Windows 10 Home,64,Yes,Yes,"1 x SuperSpeed USB Type-C 5Gbps Signaling Rate (DisplayPort 1.4, HP Sleep and Charge), 1 x SuperSpeed USB Type-A 5Gbps Signaling Rate (HP Sleep and Charge), 2 x SuperSpeed USB Type-A 5Gbps Signaling Rate",1 x HDMI 2.0a,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD IPS Micro-edge Anti-glare Display (Brightness: 300 nits, 141 ppi, Color Gamut: 72% NTSC, 144 Hz Refresh Rate)",Built-in Dual Speakers,Built-in Dual Array Digital Microphones,Audio by B&O,144 Hz,Intel Wi-Fi 6 AX 200 (2x2),v5.0,Integrated 10/100/1000 GbE LAN,357.9 x 239.7 x 22.5,2.37 Kg,Not Available,HP Wide Vision 720p HD Webcam,No,"Full-size, 4-zone RGB Backlit, Mica Silver Keyboard",Yes,HP Imagepad with Multi-touch Gesture Support,"Precision Touchpad Support, 16 Thread, Dual Channel Memory Support, 2 User-accessible, 70.9 Wh Li-ion Polymer, Support Battery Fast Charge, Support SD/SDHC/SDxC, and Supports Mini Versions of SD/MS Adapters (Adapter is Not Included) (SDxC Support for Capacity Only, Not Speed), MU-MIMO Supported, Miracast Compatible, 26-Key Rollover Anti-Ghosting Key Technology, Immersive Display (8.6mm, 4.97mm), Connect Upto 3 External Monitors, Supports Dual 5K Display, Smallest 15 inch Gaming Laptop, Designed for Pro Games, 1.5mm Key Travel, Enlarged Touchpad, 3 Sided Micro Edge Display, Graphic Switcher, Network Booster, Adjustable Fan Switch, 17% CPU and GPU Power Boost-up Under Performance Mode, 10% Better 3D Mark 11 GFX Score (Note: Performance Mode is Only Available on select Configurations, (Graphic: GTX 1660 Ti/RTX 2060, RTX 2070 with Max-Q Design/ RTX 2070 Super with Mar-Q Design), May Increase Heat Level and Fan Noise Will Increase Up to 50dB), Premium & Sophisticated Design, Three Sided Narrow Bezel, Up to 12.5 Hr of Battery Life, Omen Tempest Cooling Technology, Omen Command Center, IR Thermopile Sensor, Most Suitable for Gaming, Graphic Designers, Content Creators, As per BapcoMM14 Test Battery Backup Will Vary Depending on Various Factors, 13% Better in Game FPS at Fry Cry F, 7% Better in Game FPS at Assassin's Creed Odyssey, 20% Faster in Blender Benchmark, 3 Side Vents Enable to 5 Way Airflow, 16% Larger Vents, 25% Increase in Fin Size, 15% Increase in Total Fan Size, 62% Increase in Max Airflow at 39DBA, HP Fast Charge ( Up to 50% Battery in 45 Minutes), HP Audio Boost",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,1 x Multi-format SD Media Card Reader,"HP Documentation, HP e-service, HP BIOS Recovery, HP SSRM, HP Smart, HP Jumpstarts, HP Support Assistant",6 Cell,,,,,,,,,,,,,,,,,,,,
"42,490","Laptop, Power Adaptor, User Guide, Warranty Documents",14s- DY2501TU,3T170PA#ACJ,14s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,,4.1 GHz Max Turbo Frequency,,,2666 MHz,6 MB,Intel Integrated UHD,2,64 bit,Windows 10 Home,64 bit,Yes,No,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),PCIe NVMe M.2,No,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD WLED Backlit, IPS BrightView Micro-Edge Display (250 nits Brightness, 45% NTSC Color Gamut, 157 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,,324 x 225 x 17.9 mm,1.46 kg,Not Available,HP True Vision 720p HD Webcam,No,Full-size Natural Silver English Keyboard,No,HP Imagepad with Multi-touch Gesture Support,"41 WH Li-ion Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible, Built in Alexa",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,"3-in-1 Card Reader (SD, SDHC, SDxC)","HP Documentation, HP SSRM, HP Smart, Microsoft Office 2019, McAfeeLiveSafe 30 day trial, HP Support Assistant",3 cell,,,,,,,,,,,,,,,,,,,,
"1,69,990","Laptop, Power Adaptor, User Guide, Warranty Documents",PH315-54,NH.QC1SI.007,Predator Helios 300,Abyssal Black,Gaming Laptop,Gaming,,230W,No,GDDR6,8 GB,Intel,Core i9,11th Gen,Yes,1 TB,32 GB,DDR4,11900,,2.50 GHz with Max Turbo Boost Frequency Up to 5.20 GHz,2,32,,16,NVIDIA GeForce RTX 3070,8,64 bit,Windows 11 Home,64,Yes,Yes,"2 x USB 3.2, 1x USB Type-C",1 x HDMI Port,NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD, IPS (In-Plane Switching) technology (300 nits Brightness, Acer ComfyView LED-backlit TFT LCD, supporting 300 Hz, 2 ms Overdrive,100% sRGB)",Built-in Dual Speakers,Built-in Dual Microphone,"DTS X:Ultra Audio, featuring optimized Bass, Loudness, Speaker Protection with up to 6 custom content modes by smart amplifier | Supported in Windows Spatial Sound for PC Gaming with DTS license integrated | Immersive audio rendering over headphones and internal speakers | Acer Purified.Voice technology with dual built-in microphones. Features include far-field pickup, keystroke suppression, adaptive beam forming, and pre-defined personal and conference call modes. | Compatible with Cortana with Voice | Acer TrueHarmony technology for lower distortion, wider frequency range, headphone-like audio and powerful sound",300 Hz,"Killer Wi-Fi 6 AX 1650i, 802.11 a/b/g/n+acR2",v5.1,Killer Ethernet E2600,363 x 255 x 22.9 mm,2.3 Kg,Not Available,720p HD Webcam,No,103-/104-/107-key FineTip RGB-backlit keyboard with independent standard numeric keypad,Yes,Touchpad with Multi-touch Gesture Support,59 Wh 4-cell Li-ion�battery,1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,,,,,Kensington Lock Slot,Predator Helios 300,Windows 11 Home,,"Acer Care Center, Acer Product Registration, Planet9, PredatorSense",4,,,1 Year,,,,,,,,,,,,,,,,,
"44,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15s-du3038TU,34W41PA#ACJ,15s,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Upto 12 hours,,Yes,,,Intel,Core i3,11th Gen,No,,8 GB,DDR4,1115G4,,4.10 GHz Max Turbo Frequency,,Upto 16 GB,2666 MHz,6 MB,Intel Integrated UHD,2,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x SuperSpeed USB Type C (5 Gbps Signaling Rate), 2 x SuperSpeed USB Type A (5 Gbps Signaling Rate)",1 x HDMI Port (v1.4b),SATA,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare Micro-edge Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphones,Built in Alexa Support,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2),v5.0,Integrated 10/100/1000 Gigabit Ethernet LAN,358 x 242 x 19.9 mm,1.77 kg,Not Available,HP True Vision 720p HD Webcam,No,Full-size Natural Silver Keyboard with Numeric Keypad,No,Touchpad with Multi-touch Gesture Support,"41 WHr Li-ion Battery with Fast Charge Support, MU-MIMO Supported, Miracast Compatible",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,1 TB,5400,,,,,"3-in-1 Card Reader (SD, SDHC, SDXC)","HP Documentation, HP BIOS Recovery, HP Smart, Dropbox, HP Support Assistant, Microsoft Office Home and Student 2019",3 cell,,,,,,,,,,,,,,,,,,,,
"54,990","Laptop, Power Adaptor, User Guide, Warranty Documents",A715-75G-50TA/ A715-75G-41G/ A715-75G-52AA,NH.Q97SI.001/ NH.Q97SI.004,Aspire 7,Black,Gaming Laptop,Gaming,Up to 9 hours,3-pin 135 W AC Adapter,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,,,2.4 GHz with Turbo Boost Upto 5 GHz,,32,,,NVIDIA GeForce GTX 1650,,64 bit,Windows 10 Home,64,Yes,Yes,"1 x USB Type-C Port, 2 x USB 3.2 Gen 1 Ports, 1 x USB 2.0 Port",1 x HDMI Port,PCIe NVMe,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD Acer ComfyView LED Backlit TFT LCD Anti-glare Display (45% NTSC Color Gamut, Wide Viewing Angle up to 170 Degrees, Ultra-Slim Design, 16:9 Aspect Ratio, IPS Level Panel, Mercury Free, Environment Friendly)",Built-in Dual Stereo Speakers,Built-in Dual Microphones,,,802.11a/b/g/n/acR2+ax wireless LAN,v5.0,Gigabit,363.4 x 254.5 x 20.9,2.15 Kg,Not Available,720p HD Webcam (1280 x 720 Resolution),No,FineTip Backlit Keyboard with Independent Standard Numeric Keypad ( International Language Support and Power Button),Yes,"Multi-gesture Touchpad, Supporting Two-finger Scroll; Pinch; Gestures to Open Cortana, Action Center, Multitasking; Application Commands",48 Wh 3-cell Li-ion�battery�pack,1 Year International Travelers Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,Kensington Lock Slot,,,,"Quick Access, Acer Care Center, Acer Product Registration, Acer Collection",3,,,1 Year,,,,,,,,,,,,,,,,,
"71,990","Laptop, Active Pen, battery, adapter, cables and user manuals",Inspiron 5410,D560668WIN9S,Inspiron,Platinum Silver,2 in 1 Laptop,Processing & Multitasking,Upto 6 hours,,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,1155G7,,4.5,2,16,3200 MHz,8,Intel Integrated Iris Xe Graphics,4,64 bit,Windows 11 Home,64,Yes,,"2 x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C",1 x HDMI Port,M.2 SATA,Yes,35.56 cm (14 Inch),1920 x 1080 Pixel,"FHD WVA Truelife Touch Narrow Border 60Hz, Dell Active Pen",Yes,Yes,Waves Maxx Audio Pro,,Intel Wi-Fi 6 2x2 (Gig+),v5.1,,183 X 321 X 21.1 mm,1.50 Kgs,Not Available,HD,Yes,Backlit Keyboard,Yes,Touchpad and Active Pen,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,,,Kensington Lock Port,Inspiron 5410,Windows 11,1 x Micro SD card reader,,3,,,,,,,,,,,,,,,,,,,,
"79,990","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents",UX363EA-HP501TS,90NB0RZ1-M06250,Zenbook Flip 13 OLED Touch Panel Intel EVO,Pine Grey,2 in 1 Laptop,Processing & Multitasking,,65 W AC Adapter,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,1135G7,,4.20 GHz Max Turbo Frequency,,,,8 MB,Intel Integrated Iris Xe,4,64 bit,Windows 10 Home,64 bit,Yes,No,"1 x USB 3.2 (1st Gen) Type A, 2 x Thunderbolt 4 (Supports Display / Power Delivery)",1 x HDMI Port (v1.4),PCIe NVMe M.2,Yes,33.78 cm (13.3 inch),1920 x 1080 Pixel,"Full HD OLED Glossy Touch Display (400 nits Brightness, 100% DCI-P3 Color Gamut, 80% Screen-to-body Ratio, Pantone Validated)",Built-in Speakers,Built-in Array Microphone,"Sonic Master, Smart Amp Technology, Harman/Kardon Speaker, With Cortana and Alexa Voice Recognition Support",,IEEE 802.11ax,v5.0,,305 x 211 x 13.9 mm,1.30 kg,Not Available,HD Webcam with IR Function to Support Windows Hello (Without Privacy Shutter),No,Backlit Chiclet Keyboard,Yes,Touchpad,"67 WHr Li-ion Battery, US MIL-STD 810G Military Grade Standard",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,,,,"My Asus, System Diagnosis, Splendid, Tru2Life, Microsoft Office Home and Student 2019",4 cell,TPM,,,,,,,,,,,,,,,,,,,
"54,990","Laptop, Power Adaptor, User Guide, Warranty Documents",TB13s ITL Gen 2,20V9A05EIH,ThinkBook 13s,Mineral Grey,Thin and Light Laptop,Processing & Multitasking,Upto 16 Hrs,65W USB-C (3-pin) AC adapter,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,1135G7,,2.4 GHz with Turbo Boost Upto 4.2 GHz,,,,8MB,Intel Integrated Iris Xe,,64 bit,Windows 10 Home,,,,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 1 x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",1 x HDMI 2.0b,,No,33.02 cm (13 inch),2560 x 1600 Pixel,WQXGA IPS Anti-glare Display,,,,,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.1,,299 x 210 x 14.9 mm,2.015 kg,Not Available,"720p, with privacy shutter, fixed focus",Yes,Backlit Hindi Keyboard,,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,ThinkBook 13s Gen 2,Windows 10 Home,,Microsoft Office Home & Student 2019,4 cell,,,,,,,,,,,,,,,,,,,,
"58,990","Laptop, battery, power adapter, user guide",GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN,9S7-16R412-1616 / 9S7-16R512-611,GF63 Thin,Black,Gaming Laptop,Gaming,,120W Adapter,No,GDDR6,4 GB,Intel,Hexa Core i5,10th Gen,Yes,256 GB,8 GB,DDR4,10500H,,2.5 GHz with Turbo Boost upto 4.5 GHz,,,,12,NVIDIA GeForce GTX 1650 Max Q,6,64 bit,Windows 10 Home,64,,Yes,"1x Type-C USB3.2 (Gen1), 3x Type-A USB3.2 (Gen1)",1 x HDMI Port,NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,60 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,Yes,359 x 254 x 21.7,1.86 KG,Not Available,720p HD Webcam (30fps@720p),,Single Backlit Keyboard (Red),Yes,Touchpad,"3-Cell, 51 Whr Battery",2 Year On-Site Warranty,On-Site & Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",,1 TB,,Realtek ALC 269,,GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",3,,,,,,,,,,,,,,,,,,,,
"89,990","Laptop, Power Adaptor, User Guide, Warranty Documents",FX506HM-HN016T,90NR0754-M03000,TUF Gaming F15 (2021),Graphite Black,Gaming Laptop,"Gaming, Processing & Multitasking",,200 W AC Adapter,No,GDDR6,6 GB,Intel,Core i5,11th Gen,Yes,512 GB,16 GB,DDR4,11400H,Intel HM570,2.7 GHz with Turbo Boost up to 4.5 GHz,2 Slots,32,2933 MHz,12,NVIDIA GeForce RTX 3060,6,64 bit,Windows 10 Home,64,Yes,Yes,"1 x Thunderbolt 4 (Support DisplayPort), 3 x USB 3.2 (Gen 1) Type-A",1 x HDMI Port (v2.0b),PCIe NVMe M.2,No,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD LED Backlit, Anti-Glare IPS, Adaptive-Sync Display (144Hz Refresh Rate, 250 nits Brightness, 1000:1 Contrast, 45% NTSC Color Gamut, 62.5% SRGB, 16:9 Aspect Ratio)",Built-In Dual Speakers,Built-In Array Microphone,2 x 2W Speaker with DTS Software,144 Hz,Wi-Fi 6 (802.11ax),v5.2,10/100/1000 Mbps,35.9 x 25.6 x 2.45,2.3 KG,Not Available,720p HD Webcam,No,RGB Backlit Chiclet Keyboard,Yes,Touchpad,"Viewing Angle (85/85/85/85), 90 WHrs Li-ion Battery, BIOS Administrator Password and User Password Protection",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,Kensington Lock Slot,,,,1-Month Trial for Microsoft 365 (Credit Card Required),4 Cell,,90 W,,,,No,,,No,NA,,,,,,,,,,
"40,990","Laptop, battery, adapter, cables and user manuals",VOSTRO 3400,D552190WIN9BE,Vostro,Accent Black,Thin and Light Laptop,"Everyday Use, Processing & Multitasking",Upto 10 Hours,,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,,1.7 GHz upto Max Turbo Frequency at 4.1 GHz,2,16,2666 MHz,6,Intel Integrated UHD,2,64 bit,Windows 10,64,Yes,Yes,"USB 3.2 Gen 1 (x2), USB2.0 (x1)",1 x HDMI 1.4 port,M.2 SATA,No,38.0 cm (14.96 Inch),1920 x 1080 Pixels,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,,802.11ac,v4.1,,240 x 329 x 20,1.58 kg,Not Available,HD Webcam,,English International Non Backlit Keyboard,No,Touchpad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,,,Kensington Lock Port,,,"SD Media Card Reader (SD, SDHC, SDXC)",,3 cell,,,,,,,,,,,,,,,,,,,,
"44,990","Laptop, Battery, Power Adapter, User Guide",Modern 14 B10MW-639IN,9S7-14D114-639,Modern 14,Carbon Grey,Notebook,Processing & Multitasking,,65W AC Adapter,No,,,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,10210U,NA,4.2 GHz Max Turbo Frequency,,,,,Intel Integrated UHD,4,64 bit,Windows 10 Home,64,Yes,No,"1 x Type-C USB 3.2 Gen2, 2 x Type-A USB 2.0",1 x HDMI (4K @ 30Hz),PCIe NVMe,No,35.56 cm (14 inch),1920 x 1080 Pixels,Full HD 60Hz 45%NTSC IPS-Level Display,Built-in Speaker,Built-in Microphone,"2 x 2W Speakers, Realtek ALC 233",60 HZ,Intel Wireless-AC 9560 (2*2 a/c),v5.1,,319 x 220.2 x 16.9,1.3 Kg,Not Available,720p HD Webcam (30 fps),No,Single Backlight White Keyboard,Yes,Touchpad,"3 cell, 39Whr Battery, Cooler Boost, Wide-view Display, Hi-Res Audio, Nahimic 3, Narrow Bezel, MSI Center, Military-Grade Durability",2 Year On-Site Warranty,On-Site & Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,,,NA,,,,1 x Micro SD Card Reader,,3 Cell,,,,,,,,,,,,,,,,,,,,
"61,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15IMH05,81Y401APIN/81Y4017UIN,IdeaPad Gaming 3,Onyx Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 8 hours,135 W Slim Tip Adapter,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,10300H,Intel HM470,2.50 GHz with Turbo Boost Upto 4.50 GHz,2 Slots,Upto 16 GB,2933 MHz,8 MB,NVIDIA GeForce GTX 1650,4,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB-C 3.2 (1st Gen), 2 x USB 3.2 (1st Gen)",1x HDMI Port (v2.0),NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 250 nits Brightness)",Built-in Dual Speakers,Dual Array Microphone,"1.5 W x 2 Stereo Speakers, Dolby Audio",120 Hz,AX 2x2 (WiFi 6),v5.0,100/1000M,359 x 249.6 x 24.9 mm,2.2 kg,Not Available,720p Webcam (with Privacy Shutter),No,Blue LED Backlit English Keyboard,Yes,Touchpad,"Rapid Charge Technology, Integrated 45Wh Battery, Cooling System with Dual Vents and Dual Action Fans",1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
